키워드,언론사,기사명,날짜,URL
뉴스1,진주서 AZ백신 2차접종 60대 이상 반응 의심 사망,2021-09-17,https://www.news1.kr/articles/?4437321,백신 부작용
부산일보,"""1회 접종 얀센 백신, 중증예방 확률 비정상적으로 낮아""",2021-09-15,http://www.busan.com/view/busan/view.php?code=2021091407270715277,백신 부작용
국민일보,백신 예약 안한 18~49세 371만명…정부 “강제는 안해”,2021-09-17,http://news.kmib.co.kr/article/view.asp?arcid=0016278341&code=61121911&cp=nv,백신 부작용
파이낸셜뉴스,"엔지켐생명과학, 글로벌 백신 생산·공급을 위한 주주배정 일반공모 실시",2021-09-19,http://www.fnnews.com/news/202109181007554208,백신 부작용
뉴스웨이,美 FDA “코로나19 백신 부스터샷 시기상조…취약층에만 맞혀야”,2021-09-19,http://www.newsway.co.kr/news/view?tp=1&ud=2021091914590233746,백신 부작용
국민일보,"기저질환 없던 30대, 화이자 백신 맞고 숨져…심근병증 진단",2021-09-14,http://news.kmib.co.kr/article/view.asp?arcid=0016265301&code=61121111&cp=nv,백신 부작용
국민일보,가슴답답? 백혈병? 생리불순? 진짜 백신 부작용일까,2021-09-15,http://news.kmib.co.kr/article/view.asp?arcid=0016270493&code=61121111&cp=nv,백신 부작용
조선일보,"12~17세, 프랑스는 66% 미국은 절반이 백신 맞았다",2021-09-19,https://www.chosun.com/international/international_general/2021/09/18/KHX63JGZ3BHGTH6OQZTSMCLBGQ/?utm_source=naver&utm_medium=referral&utm_campaign=naver-news,백신 부작용
이데일리,"10대 접종 부작용 우려…英, 화이자 '1회만' 맞히기로",2021-09-15,http://www.edaily.co.kr/news/newspath.asp?newsid=01282486629180120,백신 부작용
YTN,"소아·청소년 접종 발표 앞두고 ""부작용 걱정"" vs ""일상회복""",2021-09-15,https://www.ytn.co.kr/_ln/0103_202109141803258261,백신 부작용
조선일보,“김대리 백신 안 맞았어? 밥은 다음에 먹자”,A11면 1단,https://www.chosun.com/national/national_general/2021/09/16/SDN2QL6IVBE3TOEYJHODQX232U/?utm_source=naver&utm_medium=referral&utm_campaign=naver-news,백신 부작용
SBS,"영국, 12∼15세에 화이자 백신 '1회 접종' 권고…왜?",2021-09-15,https://news.sbs.co.kr/news/endPage.do?news_id=N1006464485&plink=ORI&cooper=NAVER,백신 부작용
디지털타임스,백신 접종후 사망.뇌경색 등 부작용 靑 청원글 급증,2021.09.11.,http://www.dt.co.kr/contents.html?article_no=2021091102109958079010&ref=naver,백신 부작용
머니투데이,"""부작용 겁나도 맞았는데""…백신 오접종 '1803건', 불안 더 커진다",16면 1단,http://news.mt.co.kr/mtview.php?no=2021091316145347686,백신 부작용
조선일보,"“백신 부작용은 인정, 보상금은 0원”… 황당 안내문, 왜",2021-09-15,https://www.chosun.com/national/national_general/2021/09/14/2QHQRRXDCBC6PPP42OPZRXI7MA/?utm_source=naver&utm_medium=referral&utm_campaign=naver-news,백신 부작용
경인일보,'백신 접종률 70%' 속도내는 인천시,2021-09-17,http://www.kyeongin.com/main/view.php?key=20210916010003071,백신 부작용
아시아경제,백신 접종 후 근육통에 늘어나는 진통제 복용… 알고 드세요,2021-09-17,https://view.asiae.co.kr/article/2021091615592268023,백신 부작용
뉴시스,"개원의協 ""개원가 독감 백신 구하기 어려워""…대책 마련 요구",2021-09-17,http://www.newsis.com/view/?id=NISX20210916_0001586595&cID=10214&pID=13100,백신 부작용
YTN,"독감 백신 접종 시작...""코로나19 백신과 동시 접종 가능""",2021-09-15,https://www.ytn.co.kr/_ln/0103_202109140210147141,백신 부작용
의협신문,"백신접종도 힘든데 ""서류 내라, 보고 하라"" 명령",2021-09-18,http://www.doctorsnews.co.kr/news/articleView.html?idxno=141113,백신 부작용
이코노미스트,[이주의 바이오 키워드] #백신 오접종 #1차 접종률 #백신포비아,2021.09.10.,https://economist.co.kr/2021/09/10/it/general/20210910092400670.html,백신 부작용
파이낸셜뉴스,"""코로나19-독감 백신 동시에 맞아도 된다""",2021-09-14,http://www.fnnews.com/news/202109131020254185,백신 부작용
서울신문,눈 다래끼 치료하러 온 12살 초등생에 화이자 백신 접종,2021-09-15,https://www.seoul.co.kr/news/newsView.php?id=20210914500067&wlog_tag3=naver,백신 부작용
중앙일보,12~17세 백신 접종 논의 시작…소아청소년 접종 이득과 위험은?,2021-09-14,https://www.joongang.co.kr/article/25006814,백신 부작용
파이낸셜뉴스,소아·청소년 코로나 백신접종 권고로 추진,24면 1단,http://www.fnnews.com/news/202109141831261413,백신 부작용
매일신문,"10대男, 코로나 입원 가능성 < 화이자 부작용 심근염 진단 가능성",2021-09-15,https://news.imaeil.com/NewestAll/2021091407150413450,백신 부작용
YTN,"""남자 청소년, 코로나19 입원보다 화이자 백신 부작용 확률 커""",2021-09-13,https://www.ytn.co.kr/_ln/0104_202109122311151541,백신 부작용
헬스조선,"코로나 백신 접종 후 ‘생리불순’… 예측불가 이상반응, 왜?",2021-09-16,https://health.chosun.com/site/data/html_dir/2021/09/15/2021091501565.html,백신 부작용
의학신문,"개원가, NIP 백신 물량 부족에 ""제약사·유통사 담합"" 의혹 제기",2021-09-18,http://www.bosa.co.kr/news/articleView.html?idxno=2158677,백신 부작용
헤럴드경제,‘12~17세 청소년 백신 접종’ 급물살…교육부 “접종 선택권 검토”[종합],2021-09-14,http://news.heraldcorp.com/view.php?ud=20210913000895,백신 부작용
이데일리,"""백신접종 후 아버지에게 찾아온 '혈액암'..도와달라""",2021-09-18,http://www.edaily.co.kr/news/newspath.asp?newsid=01744966629181104,백신 부작용
머니투데이,다음은 소아·청소년·임신부…백신 맞아도 될까요,2021-09-19,http://news.mt.co.kr/mtview.php?no=2021091716260398527,백신 부작용
헤럴드경제,오늘 1차 접종률 70% 넘는다…잔여백신으로 2차 접종 가능,2021-09-18,http://news.heraldcorp.com/view.php?ud=20210917000229,백신 부작용
뉴시스,"바이든 ""백신 미접종이 팬데믹"" 접종 대폭 의무화 새 전략 발표(종합)",2021.09.10.,http://www.newsis.com/view/?id=NISX20210910_0001578730&cID=10101&pID=10100,백신 부작용
이데일리,美FDA “부스터샷 없어도 기존 백신만으로 충분한 효과”,2021-09-17,http://www.edaily.co.kr/news/newspath.asp?newsid=01820406629180776,백신 부작용
SBS,"[Pick] AZ→화이자 교차 접종…""며칠째 코피 안 멈춰"" 부작용 호소",2021-09-17,https://news.sbs.co.kr/news/endPage.do?news_id=N1006468058&plink=ORI&cooper=NAVER,백신 부작용
여성신문,"""백신 맞고 하혈·생리불순"" 여성의 불안에 응답하라",2021-09-18,http://www.womennews.co.kr/news/articleView.html?idxno=215675,백신 부작용
인사이트,"""얼굴 엄청 붓더니""...'모더나 백신' 접종 후 부작용 호소한 야옹이 작가",2021-09-17,https://www.insight.co.kr/news/358890,백신 부작용
국제뉴스,홍콩서 청소년 화이자 백신 부작용 속출 '심장염만 30명',2021-09-18,http://www.gukjenews.com/news/articleView.html?idxno=2312072,백신 부작용
MBN,"""40대 남편, 화이자 맞고 뇌경색""…접종 부작용 국민청원 잇따라",2021.09.11.,http://www.mbn.co.kr/pages/news/newsView.php?news_seq_no=4594752,백신 부작용
조선일보,[만물상] 청소년 백신 접종,A26면 1단,https://www.chosun.com/opinion/manmulsang/2021/09/16/QGYTBTM2JRBPVG4R74YNP25RIQ/?utm_source=naver&utm_medium=referral&utm_campaign=naver-news,백신 부작용
아시아경제,"""코로나19 백신 부스터샷은 시기상조""",2면 TOP,https://view.asiae.co.kr/article/2021091410315777808,백신 부작용
세계일보,"전문가들 ""백신 접종 후 6개월 지나면 면역력 떨어져 추가 접종 필요""",2021-09-18,http://www.segye.com/content/html/2021/09/16/20210916512895.html?OutUrl=naver,백신 부작용
뉴스엔,"배수진, 코로나19 백신 부작용? ""6일째에도 가슴 통증, 숨쉬기 답답""",2021-09-15,https://www.newsen.com/news_view.php?uid=202109141658210010,백신 부작용
헬스조선,AZ백신 이제 못보나… 정부 추가 구매 '불투명',2021-09-17,https://health.chosun.com/site/data/html_dir/2021/09/16/2021091600620.html,백신 부작용
서울신문,“백신 부작용 아니면 왜 잘 살던 사람 소장이 썩나”… 24세 결국 사망,2021.09.08.,https://www.seoul.co.kr/news/newsView.php?id=20210908500160&wlog_tag3=naver,백신 부작용
머니S,백신 접종 속도 붙었다… 추석 전까지 70% 달성할까?,2021-09-15,http://moneys.mt.co.kr/news/mwView.php?no=2021091415068077125,백신 부작용
금강일보,코로나에 독감 백신까지.. 의료기관 혼선 우려,2021-09-17,http://www.ggilbo.com/news/articleView.html?idxno=869705,백신 부작용
조선비즈,‘유효기간 경과’ 백신 접종 또… “부작용 적지만 재접종 검토해야”,2021.09.09.,https://biz.chosun.com/it-science/bio-science/2021/09/09/ZCHWMOCOEVFFHLBHP7JGH3BMAQ/?utm_source=naver&utm_medium=original&utm_campaign=biz,백신 부작용
아시아경제,"EU, 아스트라제네카 백신 부작용에 길랭-바레 증후군 추가",2021.09.09.,https://view.asiae.co.kr/article/2021090911262815997,백신 부작용
YTN,"프랑스 ""백신 안 맞은 보건 인력은 무급 정직""...수술 취소 등 혼란",2021-09-17,https://www.ytn.co.kr/_ln/0104_202109160640187241,백신 부작용
중앙일보,"""임신 준비해 큰병원 갔는데 배신감""…백신 오접종 부작용은",2021.09.05.,https://www.joongang.co.kr/article/25004511,백신 부작용
연합뉴스TV,"연휴 앞두고 백신 접종…""무리한 활동 피해요""",2021-09-17,http://www.yonhapnewstv.co.kr/MYH20210916016300641/?did=1825m,백신 부작용
라포르시안,"서울시醫 구의사회장단, 효율적 백신 접종 위한 9가지 제안 내놔",2021-09-19,http://www.rapportian.com/news/articleView.html?idxno=138863,백신 부작용
조선일보,“화이자 접종 후 소장 괴사” 부산 50대 남성도 부작용 호소,2021.09.08.,https://www.chosun.com/national/welfare-medical/2021/09/08/IZODV4CLQBADXIKL6V2BOKWCDU/?utm_source=naver&utm_medium=referral&utm_campaign=naver-news,백신 부작용
중앙일보,"前 FDA 국장 ""화이자 백신, 10월말에 5∼11세 접종 승인 예상""",2021-09-14,https://www.joongang.co.kr/article/25006828,백신 부작용
조세일보,[백신접종 부작용 지원] 인과성 불충분해도 의료비 최대 1000만원 지원,2021.09.09.,http://www.joseilbo.com/news/news_read.php?uid=432790&class=33&grp=,백신 부작용
머니투데이,"3세도 백신 맞히는 中, 유럽은 12세부터…한국은 조심스럽다",2021-09-17,http://news.mt.co.kr/mtview.php?no=2021091514531645627,백신 부작용
메디컬투데이,"엔지켐생명과학, 글로벌 백신 생산·공급 위한 주주배정 일반공모 실시",2021-09-18,http://www.mdtoday.co.kr/mdtoday/index.html?no=430288,백신 부작용
머니투데이,혈전·백혈병·소장 괴사…백신 부작용 청원글 100건도 넘는다,2021.09.11.,http://news.mt.co.kr/mtview.php?no=2021091014424422510,백신 부작용
농업경제신문,원샷 백신 스푸트니크 라이트 탄력받나?...관련주 들썩,2021-09-19,http://www.thekpm.com/view.php?ud=20210918102143375442ef4e12e4_17,백신 부작용
한겨레,영국 “12~15살 백신은 한번만”…12~17살 접종 앞둔 한국은?,2면 1단,https://www.hani.co.kr/arti/society/health/1011707.html,백신 부작용
뉴스1,국민 4명 중 1명 백신에 부정적…위드 코로나 최대 복병,2021.09.07.,https://www.news1.kr/articles/?4426952,백신 부작용
세계일보,“기저질환 없는데 백신 부작용” 불안 확산… 전문가는 신중론,A11면 1단,http://www.segye.com/content/html/2021/09/14/20210914515807.html?OutUrl=naver,백신 부작용
매일경제,"김포 20대 이어 광주 30대男, 화이자백신 1차 접종후 사망",A31면 1단,http://news.mk.co.kr/newsRead.php?no=883665&year=2021,백신 부작용
조선일보,"“백신 부작용은 인정, 보상금은 0원”… 황당 안내문, 왜",2021-09-15,https://www.chosun.com/national/national_general/2021/09/14/2QHQRRXDCBC6PPP42OPZRXI7MA/?utm_source=naver&utm_medium=referral&utm_campaign=naver-news,백신 부작용
중앙일보,"""백신 맞고 성불구"" 美팝스타 주장…백악관까지 뒤집어졌다",2021-09-18,https://www.joongang.co.kr/article/25008058,백신 부작용
스포티비뉴스,"""코로나 백신 맞고 성불구"" 니키 미나즈 발언 일파만파…백악관도 나섰다[종합...",2021-09-18,http://www.spotvnews.co.kr/?mod=news&act=articleView&idxno=443086,백신 부작용
경인일보,'백신 접종률 70%' 속도내는 인천시,2021-09-17,http://www.kyeongin.com/main/view.php?key=20210916010003071,백신 부작용
아시아경제,백신 접종 후 근육통에 늘어나는 진통제 복용… 알고 드세요,2021-09-17,https://view.asiae.co.kr/article/2021091615592268023,백신 부작용
동아일보,"“화이자 백신 맞은 아버지, 2주 후 심장이 차갑게 식었다”",2021.09.11.,https://www.donga.com/news/article/all/20210911/109203917/2,백신 부작용
뉴시스,"개원의協 ""개원가 독감 백신 구하기 어려워""…대책 마련 요구",2021-09-17,http://www.newsis.com/view/?id=NISX20210916_0001586595&cID=10214&pID=13100,백신 부작용
YTN,"독감 백신 접종 시작...""코로나19 백신과 동시 접종 가능""",2021-09-15,https://www.ytn.co.kr/_ln/0103_202109140210147141,백신 부작용
의협신문,"백신접종도 힘든데 ""서류 내라, 보고 하라"" 명령",2021-09-18,http://www.doctorsnews.co.kr/news/articleView.html?idxno=141113,백신 부작용
뉴시스,"英 최고의료책임자들, 12세~15세 백신 접종 권고…""1차 접종만""",2021-09-15,http://www.newsis.com/view/?id=NISX20210914_0001582482&cID=10101&pID=10100,백신 부작용
의협신문,"백신접종도 힘든데 ""서류 내라, 보고 하라"" 명령",2021-09-18,http://www.doctorsnews.co.kr/news/articleView.html?idxno=141113,백신 부작용
뉴시스,"英 최고의료책임자들, 12세~15세 백신 접종 권고…""1차 접종만""",2021-09-15,http://www.newsis.com/view/?id=NISX20210914_0001582482&cID=10101&pID=10100,백신 부작용
이코노미스트,[이주의 바이오 키워드] #백신 오접종 #1차 접종률 #백신포비아,2021.09.10.,https://economist.co.kr/2021/09/10/it/general/20210910092400670.html,백신 부작용
파이낸셜뉴스,"""코로나19-독감 백신 동시에 맞아도 된다""",2021-09-14,http://www.fnnews.com/news/202109131020254185,백신 부작용
데일리굿뉴스,"팝스타 니키미나즈, 백신괴담 퍼뜨려…수습 나선 백악관",2021-09-18,http://goodnews1.com/news/news_view.asp?seq=118628,백신 부작용
파이낸셜뉴스,"""10대 청소년 부작용 우려"" 영국, 화이자 2번 아닌 1번만 접종한다",2021-09-15,http://www.fnnews.com/news/202109140638295060,백신 부작용
문화일보,“1회 접종 얀센 백신으로 중증예방 실패 사례…조사 필요”,2021-09-15,http://www.munhwa.com/news/view.html?no=20210914MW080549982043,백신 부작용
서울신문,눈 다래끼 치료하러 온 12살 초등생에 화이자 백신 접종,2021-09-15,https://www.seoul.co.kr/news/newsView.php?id=20210914500067&wlog_tag3=naver,백신 부작용
세계일보,"당국 ""12∼17세, 백신 접종으로 인한 이득 월등히 크진 않다""",2021-09-16,http://www.segye.com/content/html/2021/09/14/20210914514976.html?OutUrl=naver,백신 부작용
데일리안,“백신 맞으면 성기능 불구” 美 팝스타 발언에…백악관 ‘진땀’,2021-09-18,https://www.dailian.co.kr/news/view/1034584/?sc=Naver,백신 부작용
데일리안,“백신 맞으면 성기능 불구” 美 팝스타 발언에…백악관 ‘진땀’,2021-09-18,https://www.dailian.co.kr/news/view/1034584/?sc=Naver,백신 부작용
중앙일보,12~17세 백신 접종 논의 시작…소아청소년 접종 이득과 위험은?,2021-09-14,https://www.joongang.co.kr/article/25006814,백신 부작용
파이낸셜뉴스,소아·청소년 코로나 백신접종 권고로 추진,24면 1단,http://www.fnnews.com/news/202109141831261413,백신 부작용
매일신문,"10대男, 코로나 입원 가능성 < 화이자 부작용 심근염 진단 가능성",2021-09-15,https://news.imaeil.com/NewestAll/2021091407150413450,백신 부작용
YTN,"""남자 청소년, 코로나19 입원보다 화이자 백신 부작용 확률 커""",2021-09-13,https://www.ytn.co.kr/_ln/0104_202109122311151541,백신 부작용
헬스조선,"코로나 백신 접종 후 ‘생리불순’… 예측불가 이상반응, 왜?",2021-09-16,https://health.chosun.com/site/data/html_dir/2021/09/15/2021091501565.html,백신 부작용
YTN사이언스,백신 접종 후 생리불순 호소 잇따라...미국 15만 건·영국 3만 건,2021-09-18,https://science.ytn.co.kr/program/program_view.php?s_mcd=0082&s_hcd=&key=202109171129101691,백신 부작용
매일경제,"FDA·WHO 과학자들 ""현시점 일반인 부스터샷 불필요…부작용 초래 가능성""",2021-09-15,http://news.mk.co.kr/newsRead.php?no=884713&year=2021,백신 부작용
의학신문,"개원가, NIP 백신 물량 부족에 ""제약사·유통사 담합"" 의혹 제기",2021-09-18,http://www.bosa.co.kr/news/articleView.html?idxno=2158677,백신 부작용
조선일보,"“10대男 화이자 부작용, 코로나로 입원할 확률보다 4~6배 높아”",2021-09-14,https://www.chosun.com/international/international_general/2021/09/13/3XXCQDAWKREQZBSUIRN2GDMMKA/?utm_source=naver&utm_medium=referral&utm_campaign=naver-news,백신 부작용
의학신문,"개원가, NIP 백신 물량 부족에 ""제약사·유통사 담합"" 의혹 제기",2021-09-18,http://www.bosa.co.kr/news/articleView.html?idxno=2158677,백신 부작용
조선일보,"“10대男 화이자 부작용, 코로나로 입원할 확률보다 4~6배 높아”",2021-09-14,https://www.chosun.com/international/international_general/2021/09/13/3XXCQDAWKREQZBSUIRN2GDMMKA/?utm_source=naver&utm_medium=referral&utm_campaign=naver-news,백신 부작용
아시아경제,"당국 ""백신 접종 미예약자, 강제 접종은 고려 대상 아냐""",2021-09-17,https://view.asiae.co.kr/article/2021091611332311883,백신 부작용
KBS,프랑스 보건당국 “얀센 백신맞아도 중증 사례…조사 필요”,2021-09-15,https://news.kbs.co.kr/news/view.do?ncd=5279232&ref=A,백신 부작용
머니S,"""건강한 10대 남성, 코로나 입원보다 화이자 부작용 확률이 더 크다""",2021-09-15,http://moneys.mt.co.kr/news/mwView.php?no=2021091413568022899,백신 부작용
헤럴드경제,‘12~17세 청소년 백신 접종’ 급물살…교육부 “접종 선택권 검토”[종합],2021-09-14,http://news.heraldcorp.com/view.php?ud=20210913000895,백신 부작용
머니S,"""화이자 백신 효과 2개월마다 6%씩 감소… 부스터샷 필요""",2021-09-17,http://moneys.mt.co.kr/news/mwView.php?no=2021091609278074681,백신 부작용
이데일리,"""백신접종 후 아버지에게 찾아온 '혈액암'..도와달라""",2021-09-18,http://www.edaily.co.kr/news/newspath.asp?newsid=01744966629181104,백신 부작용
에너지경제,"미 래퍼 니키 미나즈 ""사촌 친구 백신 맞고 성 불구돼 결혼 취소""…백악관도 ...",2021-09-18,https://www.ekn.kr/web/view.php?key=20210917010002944,백신 부작용
머니투데이,다음은 소아·청소년·임신부…백신 맞아도 될까요,2021-09-19,http://news.mt.co.kr/mtview.php?no=2021091716260398527,백신 부작용
머니투데이,다음은 소아·청소년·임신부…백신 맞아도 될까요,2021-09-19,http://news.mt.co.kr/mtview.php?no=2021091716260398527,백신 부작용
한국경제,"홍콩, 화이자 접종 청소년들 부작용 발생에 2차 접종 중단",2021-09-17,https://www.hankyung.com/international/article/2021091618497,백신 부작용
머니투데이,"""백신 부작용 인정, 피해 보상금은 0원""…정부 안내문 이유는?",2021-09-15,http://news.mt.co.kr/mtview.php?no=2021091414191931912,백신 부작용
조선비즈,"“화이자 맞은 父, 피 토하며 숨져…백신이 목숨 담보인 줄 몰랐다” 靑청원 ...",2021.09.11.,https://biz.chosun.com/topics/topics_social/2021/09/11/IHRPUVJSHRERFETSCJJVNDQFOM/?utm_source=naver&utm_medium=original&utm_campaign=biz,백신 부작용
헤럴드경제,오늘 1차 접종률 70% 넘는다…잔여백신으로 2차 접종 가능,2021-09-18,http://news.heraldcorp.com/view.php?ud=20210917000229,백신 부작용
뉴시스,"바이든 ""백신 미접종이 팬데믹"" 접종 대폭 의무화 새 전략 발표(종합)",2021.09.10.,http://www.newsis.com/view/?id=NISX20210910_0001578730&cID=10101&pID=10100,백신 부작용
세계일보,눈 다래끼 치료하러 병원 갔다 의료진 실수로 백신 맞은 초등생,2021-09-15,http://www.segye.com/content/html/2021/09/14/20210914517723.html?OutUrl=naver,백신 부작용
YTN,"佛 ""1회 접종 얀센 백신으로 중증예방 실패 사례...조사 필요""",2021-09-15,https://www.ytn.co.kr/_ln/0104_202109141113485059,백신 부작용
핀포인트뉴스,"""코로나 19 백신 접종 후 소장 괴사로 사경 헤매는 동생 살려주세요""",2021-09-19,http://www.pinpointnews.co.kr/view.php?ud=2021091810370046225d46bea725_45,백신 부작용
이데일리,美FDA “부스터샷 없어도 기존 백신만으로 충분한 효과”,2021-09-17,http://www.edaily.co.kr/news/newspath.asp?newsid=01820406629180776,백신 부작용
이데일리,美FDA “부스터샷 없어도 기존 백신만으로 충분한 효과”,2021-09-17,http://www.edaily.co.kr/news/newspath.asp?newsid=01820406629180776,백신 부작용
SBS,"[Pick] AZ→화이자 교차 접종…""며칠째 코피 안 멈춰"" 부작용 호소",2021-09-17,https://news.sbs.co.kr/news/endPage.do?news_id=N1006468058&plink=ORI&cooper=NAVER,백신 부작용
여성신문,"""백신 맞고 하혈·생리불순"" 여성의 불안에 응답하라",2021-09-18,http://www.womennews.co.kr/news/articleView.html?idxno=215675,백신 부작용
동아일보,"美연구진, ‘건강한 10대男, 코로나 감염보다 백신 부작용 확률 ↑’",2021-09-15,https://www.donga.com/news/article/all/20210914/109246778/2,백신 부작용
인사이트,"""얼굴 엄청 붓더니""...'모더나 백신' 접종 후 부작용 호소한 야옹이 작가",2021-09-17,https://www.insight.co.kr/news/358890,백신 부작용
