키워드,언론사,기사명,날짜,URL
조선일보,"국내 화이자 접종후 돌파감염 0.04%… 20세미만 확진 5만명, 사망 0명",A16면 1단,https://www.chosun.com/national/welfare-medical/2021/10/18/LN7JDMGWXZFRPDZJCXH2MLKAPY/?utm_source=naver&utm_medium=referral&utm_campaign=naver-news,고3 백신 접종
뉴스1,위드코로나 앞두고 '학교 감염' 확산 우려…12~17세 접종률 0.6% 불과,2021-10-23,https://www.news1.kr/articles/?4470035,고3 백신 접종
KNN,"10대 백신접종 시작, 부모들 우려",2021-10-20,http://news.knn.co.kr/news/todaynews_read.asp?etime=2021101900022&userid=onair&newsgubun=society,고3 백신 접종
KBS,"코로나19 신규확진 1,571명…백신 접종 66.7% 완료",2021-10-20,https://news.kbs.co.kr/news/view.do?ncd=5305182&ref=A,고3 백신 접종
경향신문,"코로나·자궁경부암·인플루엔자 백신, 어떤 순서로 맞나요?",A11면 TOP,https://www.khan.co.kr/national/health-welfare/article/202110182134005,고3 백신 접종
중부매일,충북 코로나19 백신 2차 접종률 70% 돌파,2021-10-23,http://www.jbnews.com/news/articleView.html?idxno=1349156,고3 백신 접종
국민일보,왜소한 초6 괜찮나요? 남학생 심근염은? 청소년 백신 Q&A,11면 1단,http://news.kmib.co.kr/article/view.asp?arcid=0924214104&code=11131100&cp=nv,고3 백신 접종
헬스조선,"또래보다 성장 느린 아이, 코로나 백신 맞아도 괜찮을까?",2021-10-19,https://health.chosun.com/site/data/html_dir/2021/10/18/2021101801483.html,고3 백신 접종
서울경제,"""가슴아프면 병원 가야""···12~17세 소아·청소년 백신 접종 이상반응은? [...",2021-10-19,https://www.sedaily.com/NewsView/22SSFVJI4K,고3 백신 접종
뉴시스,"""부작용 걱정돼""…'백신 영상' 유튜브서 삭제된 이유는?",2021.10.16.,http://www.newsis.com/view/?id=NISX20211015_0001615374&cID=10201&pID=10200,고3 백신 접종
KBS,"전북교육청, 청소년 백신 접종 시 사흘간 출석 인정",2021-10-20,https://news.kbs.co.kr/news/view.do?ncd=5304453&ref=A,고3 백신 접종
뉴스1,"[Q&A] 고1,2 학년 접종 첫날…""성장상태 다른데 같은 용량 맞나""",2021-10-19,https://www.news1.kr/articles/?4464804,고3 백신 접종
뉴스1,"고1·2, 2명 중 1명 ""백신 맞겠다""…최종 예약률 얼마나 될까",2021.10.13.,https://www.news1.kr/articles/?4459999,고3 백신 접종
스카이데일리,“고3 코로나19 백신접종 부작용 자료 왜 공개 안하나요”,2021-10-19,http://www.skyedaily.com/news/news_view.html?ID=143219,고3 백신 접종
뉴스1,"수능 D-30, 중간고사 끝난 고3 속속 '원격수업' 전환",2021-10-19,https://www.news1.kr/articles/?4465521,고3 백신 접종
조선비즈,유은혜 “학생 백신 접종 강요·불이익 없도록 해달라”,2021.10.05.,https://biz.chosun.com/topics/topics_social/2021/10/05/IUHF56NUJBHOXBXKAT52I7ZKJM/?utm_source=naver&utm_medium=original&utm_campaign=biz,고3 백신 접종
중앙일보,16~17세 접종 내일 시작...이틀간 학교 빠져도 출석 인정,2021.10.17.,https://www.joongang.co.kr/article/25015533,고3 백신 접종
YTN,모레부터 16~17세 백신 접종...학교도 단계적 일상회복 시동,2021.10.16.,https://www.ytn.co.kr/_ln/0103_202110160202012343,고3 백신 접종
뉴시스,"경찰 ""화이자 접종 고3 사망 가짜뉴스 확산…엄정 수사""",2021.09.30.,http://www.newsis.com/view/?id=NISX20210930_0001598908&cID=10201&pID=10200,고3 백신 접종
아시아경제,"16~17세 백신 예약 오늘부터…""부작용도, 불이익도 걱정""",12면 1단,https://view.asiae.co.kr/article/2021100509574639155,고3 백신 접종
YTN,소아청소년 백신 접종 특집 브리핑 (10월 18일),2021.10.18.,https://www.ytn.co.kr/replay/view.php?idx=21&key=202110181413054359,고3 백신 접종
KBS,대구·경북 학생 확진 속출…‘청소년 접종’이 일상회복 분수령,2021-10-20,https://news.kbs.co.kr/news/view.do?ncd=5304378&ref=A,고3 백신 접종
KBS,대구·경북 학생 확진 속출…‘청소년 접종’ 일상회복 분수령,2021-10-20,https://news.kbs.co.kr/news/view.do?ncd=5304838&ref=A,고3 백신 접종
충북일보,"충주시, 수능 앞둔 고3 수험생 방역물품 전달",2021-10-20,https://www.inews365.com/news/article.html?no=686481,고3 백신 접종
뉴시스,[기자수첩]'백신패스'와 미접종자 '주홍글씨',2021.10.13.,http://www.newsis.com/view/?id=NISX20211013_0001611987&cID=10201&pID=10200,고3 백신 접종
충청투데이,"고1·2 코로나 백신 접종 시기 제각각… ""학생간 진도 격차 어쩌죠""",2021.10.17.,https://www.cctoday.co.kr/news/articleView.html?idxno=2151170,고3 백신 접종
동아사이언스,"""기저질환 있는 청소년일수록 백신 접종 반드시 받아야""",2021.10.05.,https://www.dongascience.com/news/view/49672,고3 백신 접종
KBS,[이슈체크K] 12~17세 백신 접종③ 부작용 심근염 어느 정도?,2021.10.13.,https://news.kbs.co.kr/news/view.do?ncd=5299544&ref=A,고3 백신 접종
뉴스토마토,(단독)서울시의회에 '청소년백신 차별 논란 조례' 등장,2021-10-24,http://www.newstomato.com/ReadNews.aspx?no=1081826&inflow=N,고3 백신 접종
이투데이,"유바이오로직스, SK바사 이어 코로나 백신 임상 3상 '눈앞'…IND 신청",2021.10.12.,https://www.etoday.co.kr/news/view/2068414,고3 백신 접종
동아일보,"고3 학부모 “위드코로나, 수능뒤로 미뤄달라” 청원",A14면 1단,https://www.donga.com/news/article/all/20211015/109717981/1,고3 백신 접종
연합뉴스,부산 초등생 집단 감염 잇따라…백신 맞은 고3은 1명뿐,2021.10.08.,http://yna.kr/AKR20211007146900051?did=1195m,고3 백신 접종
서울신문,백신 접종 고3 이상반응 발생 살펴보니,2021.10.02.,https://www.seoul.co.kr/news/newsView.php?id=20211001500155&wlog_tag3=naver,고3 백신 접종
한겨레,"[Q&A] 심근염 걱정…우리 아이, 코로나 백신 꼭 맞아야 할까요?",2021.09.27.,https://www.hani.co.kr/arti/society/health/1012892.html,고3 백신 접종
한국일보,"초중고생 백신 접종, 중간·기말고사 겹치면 '인정점 부여'",2021.09.27.,https://hankookilbo.com/News/Read/A2021092713580002345?did=NA,고3 백신 접종
뉴스1,"금감원, 수능 후 고3학생 대상 금융교육…연말까지 신청 접수",2021.10.12.,https://www.news1.kr/articles/?4458445,고3 백신 접종
KBS,[앵커 브리핑] 청소년 백신 접종 주의점은?,2021-10-19,https://news.kbs.co.kr/news/view.do?ncd=5303807&ref=A,고3 백신 접종
헬스조선,"코로나19 백신 접종 고3, 2차 접종 후 생긴 부작용은?",2021.10.03.,https://health.chosun.com/site/data/html_dir/2021/10/01/2021100101903.html,고3 백신 접종
뉴스1,"경찰, 코로나 백신 가짜뉴스 19건 단속…9명 검거",2021.10.05.,https://www.news1.kr/articles/?4452133,고3 백신 접종
뉴스1,"12~17세 백신접종에 학부모들 “맞아도 불안, 안 맞아도 불안”",2021.09.28.,https://www.news1.kr/articles/?4444959,고3 백신 접종
YTN,"초6∼고2 백신 접종, 강요 아닌 자율 접종 방침",2021.09.25.,https://www.ytn.co.kr/_ln/0103_202109250436153566,고3 백신 접종
펜앤드마이크,[이명진 칼럼] 12세 이상 청소년 백신 재고되어야 한다.,2021.10.18.,http://www.pennmike.com/news/articleView.html?idxno=48519,고3 백신 접종
SK브로드밴드,"[Btv 부산뉴스]18일부터 고1·2, 임신부 백신 접종",2021.10.08.,http://ch1.skbroadband.com/content/view?parent_no=24&content_no=54&p_no=131012,고3 백신 접종
서울신문,“백신패스? 고3 학생이 문재인 대통령에게 경고합니다”[이슈픽],2021.10.06.,https://www.seoul.co.kr/news/newsView.php?id=20211006500181&wlog_tag3=naver,고3 백신 접종
동아일보,접종 강요 분위기 될라…소아·청소년 예약률 비공개 검토,2021.10.05.,https://www.donga.com/news/article/all/20211005/109560971/1,고3 백신 접종
강원도민일보,도내 16~17세 코로나19 백신 예약 전국 평균 상회,2021.10.07.,http://www.kado.net/news/articleView.html?idxno=1094130,고3 백신 접종
헤럴드경제,"유은혜 “16~17세 백신 예약 47.3%, 수도권 추가 등교확대 추진”",2021.10.12.,http://news.heraldcorp.com/view.php?ud=20211012000875,고3 백신 접종
부산일보,"""용인서 백신 맞은 고3 사망=가짜뉴스"" 불안에 떠는 학부모들",2021.09.29.,http://www.busan.com/view/busan/view.php?code=2021092917205900785,고3 백신 접종
머니투데이,"16~17세 백신 예약 시작…유은혜 ""효과·부작용 정보 충분히 제공""",2021.10.05.,http://news.mt.co.kr/mtview.php?no=2021100513133153456,고3 백신 접종
LG헬로비전,"16~17세 코로나 백신 접종 시작…""강요 분위기 없도록""",2021-10-19,http://news.lghellovision.net/news/newsView.do?soCode=SC91000000&idx=321359,고3 백신 접종
디스커버리뉴스,"교육부·질병청, 18일부터 16∼17세 백신 접종…""1주일 과격한 운동 피해야"" ...",2021.10.16.,http://www.discoverynews.kr/news/articleView.html?idxno=663156,고3 백신 접종
뉴시스,"전문가 ""접종 마친 고3 예방 효과 95.8%…이상반응 오인·회복""",2021.09.27.,http://www.newsis.com/view/?id=NISX20210927_0001594529&cID=10201&pID=10200,고3 백신 접종
뉴시스,"""고3 백신접종 사망 0건…심근·심낭염 15명 모두 회복""",2021.10.01.,http://www.newsis.com/view/?id=NISX20211001_0001600080&cID=10434&pID=13100,고3 백신 접종
이투데이,"소아·청소년 백신 ""부작용 우려 큰데…사실상 강제 접종"" 불안",2021.09.27.,https://www.etoday.co.kr/news/view/2064600,고3 백신 접종
뉴스핌,4분기 10대·임산부 백신접종 가속…고위험군 부스터샷 추진,2021.09.27.,http://www.newspim.com/news/view/20210927000683,고3 백신 접종
LG헬로비전,고 1·2 백신 접종 시작…'경남 50% 사전 예약' 접종 vs 우려,2021-10-19,http://news.lghellovision.net/news/newsView.do?soCode=SC20000000&idx=321336,고3 백신 접종
뉴스1,고3 이어 초6~고2도…소아·청소년 백신 접종계획 오늘 발표,2021.09.27.,https://www.news1.kr/articles/?4443845,고3 백신 접종
MBC,"12~17세 백신 접종 다음 달부터‥""접종 여부 자율 결정""",2021.09.27.,https://imnews.imbc.com/replay/2021/nwdesk/article/6303286_34936.html,고3 백신 접종
뉴시스,16~17세 백신 예약 4시간 만에 19만명 참여…예약률 20.8%,2021.10.06.,http://www.newsis.com/view/?id=NISX20211006_0001604656&cID=10201&pID=10200,고3 백신 접종
뉴스1,"고1·2 백신 예약 첫날 21%…""기대 이상, 고3 먼저 맞아 우려 줄어""",2021.10.06.,https://www.news1.kr/articles/?4453790,고3 백신 접종
뉴시스,"고1~2, 내일부터 백신 사전예약…'미접종' 불이익 주나",2021.10.04.,http://www.newsis.com/view/?id=NISX20211001_0001601025&cID=10201&pID=10200,고3 백신 접종
한국일보,"美 텍사스주, '백신 의무화 금지' 행정명령... 바이든에 반기",2021.10.12.,https://hankookilbo.com/News/Read/A2021101210520002650?did=NA,고3 백신 접종
뉴스1,'8만명 접종' 양천구 예방접종센터 10월말 문 닫는다,2021.10.13.,https://www.news1.kr/articles/?4459653,고3 백신 접종
동아일보,접종후 이상반응은? 출결 처리는?…소아청소년·임신부 백신 접종 Q&A,2021.09.27.,https://www.donga.com/news/article/all/20210927/109442300/1,고3 백신 접종
동아일보,高1·2 접종-부스터샷 오늘부터 ‘화이자 예약’,A12면 1단,https://www.donga.com/news/article/all/20211005/109547200/1,고3 백신 접종
뉴스1,"고3, 백신 접종했는데…하필 '논술' 앞두고 확진자 폭증",2021.09.28.,https://www.news1.kr/articles/?4445083,고3 백신 접종
연합뉴스,"백신 예약 앞둔 고1·2…""서둘러 접종"" vs ""지켜보고 결정""",2021.10.05.,http://yna.kr/AKR20211005077000004?did=1195m,고3 백신 접종
동아일보,12~17세 내달 18일부터 접종… “기저질환 있다면 적극 권고”,A2면 TOP,https://www.donga.com/news/article/all/20210928/109443865/1,고3 백신 접종
뉴시스,백신 접종 후 심근·심낭염 의심신고 256건…정확성 확인 54건,2021.09.27.,http://www.newsis.com/view/?id=NISX20210927_0001594508&cID=10201&pID=10200,고3 백신 접종
서울경제,"경찰청 ""'화이자 백신 접종 고3 사망' 사실 아냐···가짜 뉴스 엄정 수사""",2021.09.30.,https://www.sedaily.com/NewsView/22RNZBILM1,고3 백신 접종
KBS,"청소년 백신 이상반응, 성인과 유사…“건강하면 접종 이득 압도적이진 않아”",2021.09.27.,https://news.kbs.co.kr/news/view.do?ncd=5287946&ref=A,고3 백신 접종
조선비즈,"초6~고2, 백신 접종 ‘고민 중’...“학교 다닐려면 vs 부작용 겁나”",2021.10.06.,https://biz.chosun.com/topics/topics_social/2021/10/06/GKHQIKFRF5F65PAPZUVHD6NQVQ/?utm_source=naver&utm_medium=original&utm_campaign=biz,고3 백신 접종
경향신문,"“백신 맞혀야 하나, 말아야 하나”…소아·청소년 ‘자율 접종’ 권고에 고민...",2021.09.27.,https://www.khan.co.kr/national/health-welfare/article/202109271506001,고3 백신 접종
매일신문,미성년·임신부 10월 18일부터 백신 맞는다…고위험군 부스터샷도,2021.09.27.,https://news.imaeil.com/page/view/2021092717181834481,고3 백신 접종
