키워드,언론사,기사명,날짜,URL
NSP통신,"허석 순천시장, 코로나19관련 긴급 브리핑 가져",2020.11.13.,http://www.nspna.com/news/?mode=view&newsid=465388,허석 순천시장 백신
아시아경제,"순천시, 공공일자리 희망근로 지원 사업 참여자 모집",2021.04.06.,https://view.asiae.co.kr/article/2021040613583306792,허석 순천시장 백신
스마트에프엔,"순천시, 코로나19 예방접종 관·학·군·경 업무협약",2021.03.18.,http://www.smartfn.co.kr/view.php?ud=20210318140416330302c37af707_46,허석 순천시장 백신
브레이크뉴스,"김영록 전남지사, 순천 집단감염 대응현장 살펴",2021.04.07.,http://www.breaknews.com/797788,허석 순천시장 백신
뉴스워커,"김영록 지사, 순천 집단감염 대응현장 살펴",2021.04.06.,http://www.newsworker.co.kr/news/articleView.html?idxno=108836,허석 순천시장 백신
쿠키뉴스,순천 코로나19 집단감염 ‘심각’ 20명 확진,2021.04.06.,http://www.kukinews.com/newsView/kuk202104060072,허석 순천시장 백신
아시아타임즈,[26일 순천시 소식] 소형경전철 ‘스카이큐브’ 인수개통 등,2021.03.26.,https://www.asiatime.co.kr/article/20210326500104,허석 순천시장 백신
서울신문,"전남지역, 75세 이상 화이자 백신 접종 시작",2021.04.01.,https://www.seoul.co.kr/news/newsView.php?id=20210401500110&wlog_tag3=naver,허석 순천시장 백신
브레이크뉴스,"김영록 전남지사, 순천 집단감염 대응현장 살펴",2021.04.07.,http://www.breaknews.com/797788,허석 순천시장 백신
뉴스워커,"김영록 지사, 순천 집단감염 대응현장 살펴",2021.04.06.,http://www.newsworker.co.kr/news/articleView.html?idxno=108836,허석 순천시장 백신
쿠키뉴스,순천 코로나19 집단감염 ‘심각’ 20명 확진,2021.04.06.,http://www.kukinews.com/newsView/kuk202104060072,허석 순천시장 백신
아시아타임즈,[26일 순천시 소식] 소형경전철 ‘스카이큐브’ 인수개통 등,2021.03.26.,https://www.asiatime.co.kr/article/20210326500104,허석 순천시장 백신
서울신문,"전남지역, 75세 이상 화이자 백신 접종 시작",2021.04.01.,https://www.seoul.co.kr/news/newsView.php?id=20210401500110&wlog_tag3=naver,허석 순천시장 백신
뉴스프리존,"순천시, 5일 '코로나19' 9명 확진...4차 대유행 확산 조짐",2021.04.05.,http://www.newsfreezone.co.kr/news/articleView.html?idxno=308671,허석 순천시장 백신
내외뉴스통신,"순천시, 코로나 예방접종센터 그림 전시회로 마음치유까지",2021.03.29.,http://www.nbnnews.co.kr/news/articleView.html?idxno=482867,허석 순천시장 백신
시사매거진,"㈜정해코퍼레이션, 순천시에 의료용 보호복 기부",2021.03.20.,http://www.sisamagazine.co.kr/news/articleView.html?idxno=350429,허석 순천시장 백신
시사매거진,"순천시, 33인의 원로 시정자문단 출범",2021.03.16.,http://www.sisamagazine.co.kr/news/articleView.html?idxno=349713,허석 순천시장 백신
위키트리,"전남 순천시, 순천만잡월드 올 10월 16일 정식개관!",2021.03.25.,https://www.wikitree.co.kr/articles/632001,허석 순천시장 백신
뉴스워커,"순천시, 코로나 예방접종센터... '그림 전시회'로 재탄생",2021.03.29.,http://www.newsworker.co.kr/news/articleView.html?idxno=107752,허석 순천시장 백신
시사매거진,"순천시, 33인의 원로 시정자문단 출범",2021.03.16.,http://www.sisamagazine.co.kr/news/articleView.html?idxno=349713,허석 순천시장 백신
위키트리,"전남 순천시, 순천만잡월드 올 10월 16일 정식개관!",2021.03.25.,https://www.wikitree.co.kr/articles/632001,허석 순천시장 백신
아시아엔,"순천시, 33인 원로 시정자문단 출범",2021.03.11.,http://kor.theasian.asia/archives/287725,허석 순천시장 백신
빅데이터뉴스,"정해코퍼레이션, 순천시에 의료용 보호복 기부",2021.03.19.,http://www.thebigdata.co.kr/view.php?ud=2021031915522028648287effd3_23,허석 순천시장 백신
Queen,"순천시, ㈜로우카본과 1,500억원 규모 투자협약",2021.08.30.,http://www.queen.co.kr/news/articleView.html?idxno=366038,허석 순천시장 백신
e대한경제,"순천시, 현장 행정으로 현안사업 속도 높인다",2021.02.25.,https://www.dnews.co.kr/uhtml/view.jsp?idxno=202102251501577630966,허석 순천시장 백신
Queen,"순천시, 현장 행정으로 현안사업 속도 높여",2021.02.26.,http://www.queen.co.kr/news/articleView.html?idxno=353566,허석 순천시장 백신
빅데이터뉴스,"순천시, 33인의 원로 시정자문단 출범",2021.03.12.,http://www.thebigdata.co.kr/view.php?ud=20210311220450964548287effd3_23,허석 순천시장 백신
뉴시스,"순천, 요양시설 40대 장기입소자 첫 접종… 40명 AZ 맞아",2021.02.26.,http://www.newsis.com/view/?id=NISX20210226_0001352842&cID=10809&pID=10800,허석 순천시장 백신
