키워드,언론사,기사명,날짜,URL
오마이뉴스,중학생 우리 아이 백신 맞아도 될까?,2021.08.31.,http://www.ohmynews.com/NWS_Web/View/at_pg.aspx?CNTN_CD=A0002770822&CMPT_CD=P0010&utm_source=naver&utm_medium=newsearch&utm_campaign=naver_news,고3 백신
KBS,백신 1차 접종 3천만 명 돌파…거리두기 한달 연장,2021-09-06,https://news.kbs.co.kr/news/view.do?ncd=5272525&ref=A,고3 백신
세계일보,"청소년·임신부 4분기부터 접종…부스터샷·위드 코로나, 백신 수급이 관건",A1면 1단,http://www.segye.com/content/html/2021/08/30/20210830514142.html?OutUrl=naver,고3 백신
뉴시스,"백신 1차 접종 2964만명, 국민 57.7%…""다음주 1차 접종 집중""(종합)",2021-09-04,http://www.newsis.com/view/?id=NISX20210903_0001571503&cID=10201&pID=10200,고3 백신
뉴시스,"백신 1차 접종 2945만8016명, 국민 57.4%…완료율 31.7%(종합)",2021.09.02.,http://www.newsis.com/view/?id=NISX20210902_0001570010&cID=10201&pID=10200,고3 백신
더팩트,제주 고3 ·교직원 백신접종완료로 2/3 등교 수업조치,2021.08.27.,http://news.tf.co.kr/read/national/1884491.htm,고3 백신
조선일보,모의수능 응시생 중 2만여명은 백신접종 목적?,A14면 1단,https://www.chosun.com/national/education/2021/09/07/JNA6BRINY5BJXKEHL4BKXHWDYY/?utm_source=naver&utm_medium=referral&utm_campaign=naver-news,고3 백신
뉴스1,"정종철 교육차관 ""12~17세 백신접종 후 4단계 등교확대 검토""",2021.09.02.,https://www.news1.kr/articles/?4422297,고3 백신
노컷뉴스,백신접종 노린 가짜 수험생? 수능 9월 모의평가 졸업생 대거 불참,2021.09.01.,https://www.nocutnews.co.kr/news/5617668,고3 백신
뉴시스,"백신 접종완료 1575만여명, 국민 30% 넘어서…1차접종 57%(종합)",2021.09.01.,http://www.newsis.com/view/?id=NISX20210901_0001568410&cID=10201&pID=10200,고3 백신
뉴시스,"제주, 고3·교직원 95.8% 코로나19 백신 접종 완료",2021.08.26.,http://www.newsis.com/view/?id=NISX20210826_0001561371&cID=10813&pID=10800,고3 백신
팩트경제신문,"""코로나19 백신접종 예방효과, 16∼18세 98.4%, 19∼24세 92.4%""",2021-09-08,http://www.facten.co.kr/news/articleView.html?idxno=206243,고3 백신
KBS,조희연 교육감 “전면 등교 원칙 하에 등교 확대…백신 접종 연령 중학까지 확...,2021-09-06,https://news.kbs.co.kr/news/view.do?ncd=5272874&ref=A,고3 백신
뉴스1,오늘부터 등교확대 본격화…확산세 속 초1~2·고3 '매일등교',2021.08.17.,https://www.news1.kr/articles/?4404779,고3 백신
SK브로드밴드,[Btv 전주뉴스]도내 고3·고교직원 화이자 백신 접종률 96.9%,2021.08.31.,http://ch1.skbroadband.com/content/view?parent_no=24&content_no=64&p_no=129223,고3 백신
UPI뉴스,오늘 9월 모의평가…백신 접종 노린 '허수' 지원자가 변수,2021.09.01.,http://www.upinews.kr/newsView/upi202109010049,고3 백신
뉴시스,"백신 1차 접종 총 2903만1142명, 56.5%…완료율 30% 근접(종합)",2021.08.31.,http://www.newsis.com/view/?id=NISX20210831_0001566858&cID=10201&pID=10200,고3 백신
뉴스1,고3·고교 교직원·수험생 84% 백신 접종 완료…유·초·중은 35%,2021.09.02.,https://www.news1.kr/articles/?4422184,고3 백신
중부일보,"[의장실에서] 백신접종, '위드코로나'를 향한 첫발",2021-09-08,http://www.joongboo.com/news/articleView.html?idxno=363502093,고3 백신
KBS,청년은 코로나보다 백신이 더 위험할까? 전문가에게 물었습니다,2021.08.26.,https://news.kbs.co.kr/news/view.do?ncd=5265267&ref=A,고3 백신
동아일보,"“시험접수 23명, 응시 6명”… ‘백신 허수’에 곳곳 빈책상",A2면 1단,https://www.donga.com/news/article/all/20210902/109046428/1,고3 백신
MBC,"교육부 ""고3·고교 교직원 백신 접종 완료율 95%""",2021.08.23.,https://imnews.imbc.com/news/2021/society/article/6295483_34873.html,고3 백신
뉴시스,고3 및 유치원·학교 교직원 94% 이상 2차 접종 완료,2021.08.23.,http://www.newsis.com/view/?id=NISX20210823_0001556448&cID=10201&pID=10200,고3 백신
채널A,"오늘부터 등교 수업…초 1,2·고3 매일 등교",2021.08.17.,http://www.ichannela.com/news/main/news_detailPage.do?publishId=000000262472,고3 백신
세계일보,"""백신 맞고 '급성 백혈병' 진단...인과성 밝혀달라"" 靑 청원 이어져",2021.08.25.,http://www.segye.com/content/html/2021/08/25/20210825503233.html?OutUrl=naver,고3 백신
강원일보,[평창]평창군민 41.8% 백신 2차 접종,15면 1단,http://www.kwnews.co.kr/nview.asp?aid=221090700055,고3 백신
SBS,"[뉴스쉽] 보건소 ""잘 몰라"" 질병청 ""통화 중""…백신 궁금하면 드루와",2021.08.28.,https://news.sbs.co.kr/news/endPage.do?news_id=N1006445151&plink=ORI&cooper=NAVER,고3 백신
시사매거진,고3 등 백신 접종 완료로 500명 이상 고교 2/3 등교,2021.08.29.,http://www.sisamagazine.co.kr/news/articleView.html?idxno=370571,고3 백신
파이낸셜뉴스,제주 고3 학생·고교 교직원 95.7% 백신 2차 접종 완료,2021.08.25.,http://www.fnnews.com/news/202108251929317544,고3 백신
대구일보,"백신 접종 완료한 대구 고3 학생, 코로나19 확진…교육당국 긴장",2021.08.30.,http://www.idaegu.com/newsView/idg202108300042,고3 백신
뉴스1,중학생 21명 무더기 확진에 광양 '술렁'…고3 제외 원격수업 전환,2021-09-06,https://www.news1.kr/articles/?4425625,고3 백신
머니투데이,"""뭐가 잘못됐을까…"" 백신 맞고 백혈병으로 숨진 남편의 마지막 말",2021.08.24.,http://news.mt.co.kr/mtview.php?no=2021082411224616363,고3 백신
뉴스핌,올해 수능 전 마지막 모의평가 오늘 실시…백신 노린 허위 수험생 변수되나,2021.09.01.,http://www.newspim.com/news/view/20210901000032,고3 백신
한국대학신문,'수능 전초전' 9월 모의평가 D-1… 백신 여파 재수생 응시 '최대',2021.08.31.,https://news.unn.net/news/articleView.html?idxno=514874,고3 백신
이데일리,"""20대 군인 아들, 백신 맞고 급성 백혈병..누가 책임지나""",2021.08.21.,http://www.edaily.co.kr/news/newspath.asp?newsid=01088966629149616,고3 백신
금강일보,'코로나 백신 부작용' 교원 불안감 상승,2021.09.02.,http://www.ggilbo.com/news/articleView.html?idxno=866962,고3 백신
헬스조선,"수능 때문에 코로나 백신 맞은 고3, 부작용 얼마나 겪었나?",2021.08.15.,https://health.chosun.com/site/data/html_dir/2021/08/13/2021081301270.html,고3 백신
머니투데이,"""건강했던 고3 아들, 백신 접종 9일 만에 급성 백혈병 판정""",2021.08.11.,http://news.mt.co.kr/mtview.php?no=2021081106581957878,고3 백신
중앙일보,"""엉덩이는 안되나요?"" 코로나 백신 어깨에 맞는 이유",2021.08.25.,https://www.joongang.co.kr/article/25001412,고3 백신
JTBC,내일 2학기 개학...수도권 4단계에서도 고3·초등 저학년 등교,2021.08.16.,https://news.jtbc.joins.com/article/article.aspx?news_id=NB12020191,고3 백신
뉴시스,청소년 백신접종 속도 내는 해외…한국은 언제쯤?,2021.08.22.,http://www.newsis.com/view/?id=NISX20210820_0001555169&cID=10201&pID=10200,고3 백신
쿠키뉴스,"""코로나 백신과 백혈병 인과성 근거 없어…하루 10명 신규환자 진단""",2021.09.02.,http://www.kukinews.com/newsView/kuk202109020170,고3 백신
뉴시스,"""백신 맞고 급성 백혈병 진단 받은 군인, 원인 밝혀달라"" 국민청원",2021.08.19.,http://www.newsis.com/view/?id=NISX20210819_0001553462&cID=10804&pID=14000,고3 백신
아시아타임즈,백신 맞고 백혈병 진단 호소 잇따라...이번엔 체육교사,2021.08.28.,https://www.asiatime.co.kr/article/20210828500033,고3 백신
TBS,"2학기 이번주 본격 개학…초 1·2, 고3은 전면 등교",2021.08.16.,http://tbs.seoul.kr/news/newsView.do?typ_800=6&idx_800=3446187&seq_800=20438764,고3 백신
UPI뉴스,"""아무리 젊어도, 코로나 백신 필요하다""",2021.08.27.,http://www.upinews.kr/newsView/upi202108260127,고3 백신
아시아경제,"성동구, 발달 장애인 2차 백신 접종지원",2021.08.27.,https://view.asiae.co.kr/article/2021082719261867030,고3 백신
쿠키뉴스,"""12~17세 접종, 백신 부작용 괜찮을까요?""",2021.09.01.,http://www.kukinews.com/newsView/kuk202108310206,고3 백신
KBS,"제주, 30일부터 등교수업 완화…고3·교직원 95.8% 접종",2021.08.28.,https://news.kbs.co.kr/news/view.do?ncd=5266879&ref=A,고3 백신
뉴스핌,의왕시 고3 수험생·교직원 백신 2차 접종 완료,2021.08.12.,http://www.newspim.com/news/view/20210812000301,고3 백신
뉴스핌,'3단계 전면등교' 코앞인데...백신 2차접종 마친 유·초·중등 교직원 35%,2021.09.02.,http://www.newspim.com/news/view/20210902000493,고3 백신
동아사이언스,고3 화이자 백신 접종 후 이상반응 다른 연령대와 비슷…어지러움＞두통＞ 메...,2021.08.16.,https://www.dongascience.com/news/view/48740,고3 백신
뉴시스,"정읍시, 백신 접종율 1차 60.3%… 2차 29.8%",2021.08.20.,http://www.newsis.com/view/?id=NISX20210820_0001555107&cID=10808&pID=10800,고3 백신
헤드라인제주,"제주 유.초.중학교 교직원, 9월 11일까지 코로나19 백신 2차 접종",2021.09.01.,http://www.headlinejeju.co.kr/news/articleView.html?idxno=461265,고3 백신
부산제일경제,부산 18~49세 연령 백신접종률 5%… 50~70대 1차 80% 이상,2021.08.31.,https://www.busaneconomy.com/news/articleView.html?idxno=256436,고3 백신
뉴스핌,"'백신접종' 고3, 이상증상 1500건 넘어…심각 후유증 37건",2021.08.18.,http://www.newspim.com/news/view/20210818000942,고3 백신
뉴시스,"""생수 마시고 수능 잘 보세요""…배재대 백신접종한 고3 응원",2021.08.12.,http://www.newsis.com/view/?id=NISX20210812_0001546620&cID=10807&pID=10800,고3 백신
아시아경제,확진자 연일 네 자리수인데…잇단 백신 부작용 靑 청원에 시민들 '불안',2021.08.12.,https://view.asiae.co.kr/article/2021081211071622869,고3 백신
쿠키뉴스,코로나19 백신 오접종 829건… 백신 종류·용량 실수,2021.08.25.,http://www.kukinews.com/newsView/kuk202108250116,고3 백신
브레이크뉴스,"안양시, 고3 학생·교직원 백신접종 진행",2021.08.17.,http://www.breaknews.com/827385,고3 백신
뉴스핌,보은군민 72% 1차 백신 접종...충북 접종률 1위,2021.08.24.,http://www.newspim.com/news/view/20210824000593,고3 백신
한국경제,자궁경부암 백신 무료 접종…17세 이하 청소년까지 확대,A16면 1단,https://www.hankyung.com/it/article/2021081954611,고3 백신
머니투데이,"""군복무 중 백신 맞고 급성 백혈병""…고3·퇴직공무원 이어 3번째",2021.08.20.,http://news.mt.co.kr/mtview.php?no=2021082009232858465,고3 백신
뉴스1,4단계 연장 부산…백신접종 완료자 오후 6시 이후 '4인모임' 허용,2021.08.22.,https://www.news1.kr/articles/?4410475,고3 백신
노컷뉴스,부산 4단계 2주 연장…백신접종완료자 포함 최대 4인 저녁모임 허용,2021.08.22.,https://www.nocutnews.co.kr/news/5611424,고3 백신
전북도민일보,올해 9월 모평 고3 수험생 줄고 졸업생 늘어나,2021.08.31.,http://www.domin.co.kr/news/articleView.html?idxno=1352652,고3 백신
메디컬투데이,백신접종 고3 '이상반응' 신고율 0.26%…응답자 7.1% “일상 지장 有”,2021.08.17.,http://www.mdtoday.co.kr/mdtoday/index.html?no=427537,고3 백신
국제뉴스,"화천군, 코로나19 백신 접종률 70% 육박",2021.08.25.,http://www.gukjenews.com/news/articleView.html?idxno=2294568,고3 백신
서울경제,화이자 맞은 고3 44만명 중 6명 심근염·심낭염 의심신고,2021.08.18.,https://www.sedaily.com/NewsView/22Q8HQY4B1,고3 백신
UPI뉴스,"이왕재 ""델타 변이는 감기 수준…고3 백신 접종 당장 중단해야""",2021.08.13.,http://www.upinews.kr/newsView/upi202108130060,고3 백신
브레이크뉴스,"중랑구 , 고3 및 교직원 2,962명 백신 2차 접종 완료!",2021.08.13.,http://www.breaknews.com/826868,고3 백신
국민일보,고3 접종자 44만명중 6명 심근염·심낭염 의심신고,2021.08.17.,http://news.kmib.co.kr/article/view.asp?arcid=0016176850&code=61121911&cp=nv,고3 백신
JIBS,"제주, 고3.고교 교직원 95.8% 접종 완료",2021.08.25.,http://www.jibs.co.kr/news/replay/viewNewsReplayDetail/2021082521292441410?feed=na,고3 백신
브레이크뉴스,"중랑구, 고3 백신 2차 접종 9일부터 시작 수능 D-100일 준비 착착!",2021.08.12.,http://www.breaknews.com/826570,고3 백신
SK브로드밴드,"[Btv 전주뉴스]모더나 백신 공급 차질, 교직원 접종 8월 말로 연기",2021.08.12.,http://ch1.skbroadband.com/content/view?parent_no=24&content_no=64&p_no=128245,고3 백신
G1방송,교직원 백신접종 연기..전면등교 비상,2021.08.17.,https://www.g1tv.co.kr/index.php?type=newsLine&page=1&nth=0&viewNum=251342,고3 백신
G1방송,교직원 백신접종 연기..전면등교 비상,2021.08.16.,https://www.g1tv.co.kr/index.php?type=news820&page=1&nth=0&viewNum=251318,고3 백신
농수축산신문,"충남도교육청, 고3 학생과 고교 교직원 백신접종 완료",2021.08.11.,http://www.aflnews.co.kr/news/articleView.html?idxno=214530,고3 백신
전북도민일보,"정읍시, 코로나19 백신 1차 접종률 60% 돌파",2021.08.22.,http://www.domin.co.kr/news/articleView.html?idxno=1351537,고3 백신
부산일보,김석준 교육감 수능 앞둔 고3 교실 방문 격려,21면 1단,http://www.busan.com/view/busan/view.php?code=2021082216411285289,고3 백신
쿠키뉴스,"""루마니아 백신 거지?...유승민·홍준표 가짜뉴스 생산""",2021.08.23.,http://www.kukinews.com/newsView/kuk202108230235,고3 백신
스카이데일리,“고3 학생은 실험실 쥐가 아니다”,2021.08.12.,http://www.skyedaily.com/news/news_view.html?ID=138556,고3 백신
쿠키뉴스,"백신 예약 못한 36~49세, 오늘 저녁 8시부터 예약하세요",2021.08.19.,http://www.kukinews.com/newsView/kuk202108190174,고3 백신
팍스경제TV,의왕시 관내 9개교 고3 수험생 및 교직원 백신 95% 접종률 기록,2021.08.13.,http://www.paxetv.com/news/articleView.html?idxno=124419,고3 백신
강원도민일보,[화천]화천군 1차 백신 접종률 70% 육박,2021.08.26.,http://www.kado.net/news/articleView.html?idxno=1088498,고3 백신
전국매일신문,"중랑구, 고3 수험생 ·교직원 백신 2차 접종 완료",2021.08.12.,http://www.jeonmae.co.kr/news/articleView.html?idxno=851159,고3 백신
머니S,"코로나에도 학교 간다… 초·중·고 본격 개학, 초1·2·고3 매일 등교",2021.08.17.,http://moneys.mt.co.kr/news/mwView.php?no=2021081709268097970,고3 백신
쿠키뉴스,"""12~17세 접종, 백신 부작용 괜찮을까요?""",2021.09.01.,http://www.kukinews.com/newsView/kuk202108310206,고3 백신
제민일보,제주 고3·고교 교직원 95.8% 백신 2차 접종 완료,2021.08.26.,http://www.jemin.com/news/articleView.html?idxno=723330,고3 백신
KBS,"제주, 30일부터 등교수업 완화…고3·교직원 95.8% 접종",2021.08.28.,https://news.kbs.co.kr/news/view.do?ncd=5266879&ref=A,고3 백신
뉴스핌,의왕시 고3 수험생·교직원 백신 2차 접종 완료,2021.08.12.,http://www.newspim.com/news/view/20210812000301,고3 백신
뉴스핌,'3단계 전면등교' 코앞인데...백신 2차접종 마친 유·초·중등 교직원 35%,2021.09.02.,http://www.newspim.com/news/view/20210902000493,고3 백신
뉴스1,고3·고교 교직원 95% 접종 완료…2학기 방역 6만4000명 투입(종합),2021.08.23.,https://www.news1.kr/articles/?4411182,고3 백신
동아사이언스,고3 화이자 백신 접종 후 이상반응 다른 연령대와 비슷…어지러움＞두통＞ 메...,2021.08.16.,https://www.dongascience.com/news/view/48740,고3 백신
뉴스1,고3·고교 교직원 95% 접종 완료…유·초1~2·돌봄 종사자 98%,2021.08.23.,https://www.news1.kr/articles/?4411095,고3 백신
뉴시스,"정읍시, 백신 접종율 1차 60.3%… 2차 29.8%",2021.08.20.,http://www.newsis.com/view/?id=NISX20210820_0001555107&cID=10808&pID=10800,고3 백신
뉴시스,"정읍시, 백신 접종율 1차 60.3%… 2차 29.8%",2021.08.20.,http://www.newsis.com/view/?id=NISX20210820_0001555107&cID=10808&pID=10800,고3 백신
헤드라인제주,"제주 유.초.중학교 교직원, 9월 11일까지 코로나19 백신 2차 접종",2021.09.01.,http://www.headlinejeju.co.kr/news/articleView.html?idxno=461265,고3 백신
부산제일경제,부산 18~49세 연령 백신접종률 5%… 50~70대 1차 80% 이상,2021.08.31.,https://www.busaneconomy.com/news/articleView.html?idxno=256436,고3 백신
YTN사이언스,수능 앞둔 고3·고교 교직원 95% 백신 접종 완료,2021.08.23.,https://science.ytn.co.kr/program/program_view.php?s_mcd=0082&s_hcd=&key=202108231553447062,고3 백신
뉴스핌,"'백신접종' 고3, 이상증상 1500건 넘어…심각 후유증 37건",2021.08.18.,http://www.newspim.com/news/view/20210818000942,고3 백신
뉴시스,"""생수 마시고 수능 잘 보세요""…배재대 백신접종한 고3 응원",2021.08.12.,http://www.newsis.com/view/?id=NISX20210812_0001546620&cID=10807&pID=10800,고3 백신
경인매일,"의왕시, 고3·교직원 백신 2차 접종 완료",2021.08.12.,http://www.kmaeil.com/news/articleView.html?idxno=297897,고3 백신
아시아경제,확진자 연일 네 자리수인데…잇단 백신 부작용 靑 청원에 시민들 '불안',2021.08.12.,https://view.asiae.co.kr/article/2021081211071622869,고3 백신
쿠키뉴스,코로나19 백신 오접종 829건… 백신 종류·용량 실수,2021.08.25.,http://www.kukinews.com/newsView/kuk202108250116,고3 백신
미디어제주,고3 제외한 대입 수험생도 백신 접종,2021.08.26.,http://www.mediajeju.com/news/articleView.html?idxno=332274,고3 백신
미디어제주,고3 제외한 대입 수험생도 백신 접종,2021.08.26.,http://www.mediajeju.com/news/articleView.html?idxno=332274,고3 백신
브레이크뉴스,"안양시, 고3 학생·교직원 백신접종 진행",2021.08.17.,http://www.breaknews.com/827385,고3 백신
뉴스핌,보은군민 72% 1차 백신 접종...충북 접종률 1위,2021.08.24.,http://www.newspim.com/news/view/20210824000593,고3 백신
더팩트,"정읍시, 코로나19 백신 접종률 60% 돌파",2021.08.20.,http://news.tf.co.kr/read/national/1882889.htm,고3 백신
한국경제,자궁경부암 백신 무료 접종…17세 이하 청소년까지 확대,A16면 1단,https://www.hankyung.com/it/article/2021081954611,고3 백신
머니투데이,"""군복무 중 백신 맞고 급성 백혈병""…고3·퇴직공무원 이어 3번째",2021.08.20.,http://news.mt.co.kr/mtview.php?no=2021082009232858465,고3 백신
뉴스1,4단계 연장 부산…백신접종 완료자 오후 6시 이후 '4인모임' 허용,2021.08.22.,https://www.news1.kr/articles/?4410475,고3 백신
노컷뉴스,부산 4단계 2주 연장…백신접종완료자 포함 최대 4인 저녁모임 허용,2021.08.22.,https://www.nocutnews.co.kr/news/5611424,고3 백신
전북도민일보,올해 9월 모평 고3 수험생 줄고 졸업생 늘어나,2021.08.31.,http://www.domin.co.kr/news/articleView.html?idxno=1352652,고3 백신
뉴스1,의왕시 고3 수험생·교직원 1540명 백신 2차접종 완료,2021.08.12.,https://www.news1.kr/articles/?4401968,고3 백신
전북도민일보,올해 9월 모평 고3 수험생 줄고 졸업생 늘어나,2021.08.31.,http://www.domin.co.kr/news/articleView.html?idxno=1352652,고3 백신
뉴스1,의왕시 고3 수험생·교직원 1540명 백신 2차접종 완료,2021.08.12.,https://www.news1.kr/articles/?4401968,고3 백신
메디컬투데이,백신접종 고3 '이상반응' 신고율 0.26%…응답자 7.1% “일상 지장 有”,2021.08.17.,http://www.mdtoday.co.kr/mdtoday/index.html?no=427537,고3 백신
국제뉴스,"화천군, 코로나19 백신 접종률 70% 육박",2021.08.25.,http://www.gukjenews.com/news/articleView.html?idxno=2294568,고3 백신
서울경제,화이자 맞은 고3 44만명 중 6명 심근염·심낭염 의심신고,2021.08.18.,https://www.sedaily.com/NewsView/22Q8HQY4B1,고3 백신
경상매일신문,“건강했던 내 아들 백신 맞고 백혈병 진단”,2021.08.19.,http://www.ksmnews.co.kr/default/index_view_page.php?idx=346708&part_idx=170,고3 백신
UPI뉴스,"이왕재 ""델타 변이는 감기 수준…고3 백신 접종 당장 중단해야""",2021.08.13.,http://www.upinews.kr/newsView/upi202108130060,고3 백신
브레이크뉴스,"중랑구 , 고3 및 교직원 2,962명 백신 2차 접종 완료!",2021.08.13.,http://www.breaknews.com/826868,고3 백신
충청타임즈,백신접종 노린 `가짜 수험생' 무더기 결시,2021.09.01.,http://www.cctimes.kr/news/articleView.html?idxno=671594,고3 백신
조선비즈,등교수업 확대 하루 만에… 인천 고교생 1명 ‘돌파감염’,2021-09-08,https://biz.chosun.com/topics/topics_social/2021/09/08/36TTWUGUN5GQREZ4XDGUWQRA5I/?utm_source=naver&utm_medium=original&utm_campaign=biz,고3 백신
국민일보,고3 접종자 44만명중 6명 심근염·심낭염 의심신고,2021.08.17.,http://news.kmib.co.kr/article/view.asp?arcid=0016176850&code=61121911&cp=nv,고3 백신
쿠키뉴스,화천군민 백신 접종률 70% 육박…전체인구 대비 66.5%,2021.08.25.,http://www.kukinews.com/newsView/kuk202108250083,고3 백신
JIBS,"제주, 고3.고교 교직원 95.8% 접종 완료",2021.08.25.,http://www.jibs.co.kr/news/replay/viewNewsReplayDetail/2021082521292441410?feed=na,고3 백신
브레이크뉴스,"중랑구, 고3 백신 2차 접종 9일부터 시작 수능 D-100일 준비 착착!",2021.08.12.,http://www.breaknews.com/826570,고3 백신
SK브로드밴드,"[Btv 전주뉴스]모더나 백신 공급 차질, 교직원 접종 8월 말로 연기",2021.08.12.,http://ch1.skbroadband.com/content/view?parent_no=24&content_no=64&p_no=128245,고3 백신
G1방송,교직원 백신접종 연기..전면등교 비상,2021.08.17.,https://www.g1tv.co.kr/index.php?type=newsLine&page=1&nth=0&viewNum=251342,고3 백신
G1방송,교직원 백신접종 연기..전면등교 비상,2021.08.16.,https://www.g1tv.co.kr/index.php?type=news820&page=1&nth=0&viewNum=251318,고3 백신
농수축산신문,"충남도교육청, 고3 학생과 고교 교직원 백신접종 완료",2021.08.11.,http://www.aflnews.co.kr/news/articleView.html?idxno=214530,고3 백신
전북도민일보,"정읍시, 코로나19 백신 1차 접종률 60% 돌파",2021.08.22.,http://www.domin.co.kr/news/articleView.html?idxno=1351537,고3 백신
부산일보,김석준 교육감 수능 앞둔 고3 교실 방문 격려,21면 1단,http://www.busan.com/view/busan/view.php?code=2021082216411285289,고3 백신
G1방송,교직원 백신접종 연기..전면등교 비상,2021.08.16.,https://www.g1tv.co.kr/index.php?type=news820&page=1&nth=0&viewNum=251318,고3 백신
농수축산신문,"충남도교육청, 고3 학생과 고교 교직원 백신접종 완료",2021.08.11.,http://www.aflnews.co.kr/news/articleView.html?idxno=214530,고3 백신
전북도민일보,"정읍시, 코로나19 백신 1차 접종률 60% 돌파",2021.08.22.,http://www.domin.co.kr/news/articleView.html?idxno=1351537,고3 백신
부산일보,김석준 교육감 수능 앞둔 고3 교실 방문 격려,21면 1단,http://www.busan.com/view/busan/view.php?code=2021082216411285289,고3 백신
쿠키뉴스,"""루마니아 백신 거지?...유승민·홍준표 가짜뉴스 생산""",2021.08.23.,http://www.kukinews.com/newsView/kuk202108230235,고3 백신
스카이데일리,“고3 학생은 실험실 쥐가 아니다”,2021.08.12.,http://www.skyedaily.com/news/news_view.html?ID=138556,고3 백신
쿠키뉴스,"정읍시, 코로나19 백신 접종률 60% 돌파",2021.08.20.,http://www.kukinews.com/newsView/kuk202108200163,고3 백신
쿠키뉴스,"백신 예약 못한 36~49세, 오늘 저녁 8시부터 예약하세요",2021.08.19.,http://www.kukinews.com/newsView/kuk202108190174,고3 백신
팍스경제TV,의왕시 관내 9개교 고3 수험생 및 교직원 백신 95% 접종률 기록,2021.08.13.,http://www.paxetv.com/news/articleView.html?idxno=124419,고3 백신
강원도민일보,[화천]화천군 1차 백신 접종률 70% 육박,2021.08.26.,http://www.kado.net/news/articleView.html?idxno=1088498,고3 백신
전국매일신문,"중랑구, 고3 수험생 ·교직원 백신 2차 접종 완료",2021.08.12.,http://www.jeonmae.co.kr/news/articleView.html?idxno=851159,고3 백신
아시아경제,"정읍시, 코로나19 백신 접종률 60% 돌파",2021.08.20.,https://view.asiae.co.kr/article/2021082011505270752,고3 백신
무등일보,백신 자꾸 뚫린다···광주도 '변이들의 돌파',2021.08.12.,http://www.mdilbo.com/detail/c3QycN/652319,고3 백신
여성신문,2학기 3단계까지 전면등교…4단계는 초등 1~2·고3만,2021.08.11.,http://www.womennews.co.kr/news/articleView.html?idxno=214741,고3 백신
YTN,"""고3 접종자 44만 명 중 6명 심근염·심낭염 의심신고""",2021.08.17.,https://www.ytn.co.kr/_ln/0103_202108171819099433,고3 백신
메트로신문,이번주 2학기 개학 본격화…초 1·2와 고3은 전면 등교,2021.08.16.,http://www.metroseoul.co.kr/article/20210816500047,고3 백신
BBS NEWS,[코로나19] 제주지역 고3학생과 교직원 접종률.. 전국 평균보다 윗돌아,2021.08.26.,https://news.bbsi.co.kr/news/articleView.html?idxno=3042405,고3 백신
파이낸셜뉴스,부산도 mRNA 백신 접종간격 최대 6주로 변경,2021.08.12.,http://www.fnnews.com/news/202108121357387661,고3 백신
메디게이트뉴스,코로나19 백신 맞은 청소년 심근염·심낭염 발생?…10년간 자연발생 꾸준히 증...,2021.08.20.,http://www.medigatenews.com/news/3712852192,고3 백신
