키워드,언론사,기사명,날짜,URL
경인일보,"""수능 앞두고 불안감 사라져""… 화이자 백신 접종 시작한 고3·교직원",2021.07.19.,http://www.kyeongin.com/main/view.php?key=20210719010003429,고3 백신부작용
중앙일보,"""안전하게 수능 봐야죠"" 오늘부터 고3 백신 접종 시작",2021.07.19.,https://news.joins.com/article/olink/23703258,고3 백신부작용
톱스타뉴스,코로나19 백신 화이자-모더나 부작용 '심근염-심낭염' 증상 주의…예방법은 '...,2021.08.10.,http://www.topstarnews.net/news/articleView.html?idxno=14620005,고3 백신부작용
뉴스1,"부산 고3 학생들 백신 접종센터에 몰렸다…""수능 무사히 마쳤으면""",2021.07.19.,https://www.news1.kr/articles/?4376089,고3 백신부작용
뉴시스,올해는 '백신 수능' 효과 거둘까…내일 고3 접종 시작(종합),2021.07.18.,http://www.newsis.com/view/?id=NISX20210717_0001516632&cID=10201&pID=10200,고3 백신부작용
머니투데이,"""마스크 벗고 수능보고 싶어요"" 고3, 오늘부터 백신 접종",2면 1단,http://news.mt.co.kr/mtview.php?no=2021071915274481156,고3 백신부작용
이데일리,“백신 맞았으니 이제 수능 잘 봐야죠”…오늘부터 백신접종 시작한 고3들,A4면 4단,http://www.edaily.co.kr/news/newspath.asp?newsid=03158646629116160,고3 백신부작용
광주매일신문,[고3 청소년 첫 백신접종 현장]“이제 마음 편안하게 수능 준비할 수 있게 됐...,2021.07.19.,http://www.kjdaily.com/article.php?aid=1626694038551697005,고3 백신부작용
TBS,화이자 백신 부작용 '심근염·심낭염'…고3 접종 괜찮을까?,2021.07.12.,http://tbs.seoul.kr/news/newsView.do?typ_800=6&idx_800=3442449&seq_800=20435026,고3 백신부작용
인천일보,"[고3·교직원 백신접종 첫날] ""집 말고 독서실에서 공부하고 싶어요""",2021.07.19.,http://www.incheonilbo.com/news/articleView.html?idxno=1105811,고3 백신부작용
단디뉴스,"[르포] 코로나 백신 접종한 고3 학생들, ""맞고 나니 홀가분해요""",2021.07.21.,http://www.dandinews.com/news/articleView.html?idxno=11054,고3 백신부작용
뉴시스,"19일부터 고3 백신 접종…""무기한 연기해야"" 靑국민청원",2021.07.11.,http://www.newsis.com/view/?id=NISX20210711_0001508365&cID=10201&pID=10200,고3 백신부작용
울산제일일보,"울산 고3 ""백신 맞았으니 공부에 집중할래요""",2021.07.20.,http://www.ujeil.com/news/articleView.html?idxno=280485,고3 백신부작용
경향신문,수험생·교직원 접종 시작···화이자 백신 맞은 고3 “인터넷 강의 정도는…...,A6면 1단,https://www.khan.co.kr/national/education/article/202107192111025,고3 백신부작용
민주신문,[포토] 오늘부터 고3 수험생 백신 접종 스타트,2021.07.19.,http://www.iminju.net/news/articleView.html?idxno=74125,고3 백신부작용
EBS,고3 백신 접종 시작‥고등학교 교직원도 접종,2021.07.19.,http://news.ebs.co.kr/ebsnews/allView/60080094/N,고3 백신부작용
디지틀조선일보,"의료인 연합, 고3 ‘화이자 백신’ 접종 무기한 연기 청원…청소년 백신 안전...",2021.07.10.,http://digitalchosun.dizzo.com/site/data/html_dir/2021/07/10/2021071080022.html,고3 백신부작용
MBC충북,고3 백신 접종 시작.. '장거리 접종' 불편 호소,2021.07.19.,http://www.mbccb.co.kr/rb/?r=home&c=73/79&mod=view&seq=0023&rvdate=20210719,고3 백신부작용
경북일보,"[르포] 고3 백신 접종센터 가보니…""이제 마음 놓고 공부에 집중해야죠""",2021.07.20.,http://www.kyongbuk.co.kr/news/articleView.html?idxno=2079638,고3 백신부작용
이투데이,고3 백신 접종 첫날 긴장 속 차분하게 시행…유은혜 “고1·2 접종 협의 중”,2021.07.19.,https://www.etoday.co.kr/news/view/2045666,고3 백신부작용
뉴스1,"앳된 얼굴 고3 학생 백신 맞자 ""마음 놓여""…미성년자 첫 예방접종",2021.07.19.,https://www.news1.kr/articles/?4376206,고3 백신부작용
BBS NEWS,"[코로나19] 충북 고3 백신 접종 시작…""마음 편히 수능 준비""",2021.07.19.,https://news.bbsi.co.kr/news/articleView.html?idxno=3038800,고3 백신부작용
강원일보,“겁나서 못 맞겠다” 독감 백신 접종 절반으로 뚝,2020.10.27.,http://www.kwnews.co.kr/nview.asp?aid=220102600059,고3 백신부작용
뉴스클레임,"[영상 르포] 고3수험생 코로나19 첫 백신접종 ""큰 변화 있을지 모르지만 마음...",2021.07.20.,http://newsclaim.co.kr/View.aspx?No=1864309,고3 백신부작용
뉴스토마토,"""평소 주사와 다를 바 없어요""…백신 맞고 맘놓은 '고3'들",2021.07.19.,http://www.newstomato.com/ReadNews.aspx?no=1060506&inflow=N,고3 백신부작용
뉴스핌,"""백신 맞고 수능에 전념할래요"" vs ""부작용 걱정돼요""…학교 첫 백신 접종",2021.07.19.,http://www.newspim.com/news/view/20210719000605,고3 백신부작용
국민일보,‘가방 메고 단어장 들고’ 고3 학생 백신 접종 시작,2021.07.19.,http://news.kmib.co.kr/article/view.asp?arcid=0016069404&code=61121111&cp=nv,고3 백신부작용
뉴스1,"""감염 걱정 덜었다""…울산 고3 수험생 화이자 백신 접종",2021.07.19.,https://www.news1.kr/articles/?4375964,고3 백신부작용
뉴스1,"""이젠 수능공부 집중""…충남 고3 화이자 백신 접종 시작",2021.07.19.,https://www.news1.kr/articles/?4376334,고3 백신부작용
중앙일보,"서울 고3 접종 동의율 98%…""백신 안 맞으면 수능 불이익?""",2021.07.06.,https://news.joins.com/article/olink/23693494,고3 백신부작용
서울경제,"""부작용 걱정되지만 백신 맞았으니 열심히 수능 공부해야죠""",27면 3단,https://www.sedaily.com/NewsView/22OZI36PH5,고3 백신부작용
머니투데이,"""사관학교 시험 전날 백신 맞는데, 부작용 괜찮나요?""",2021.07.20.,http://news.mt.co.kr/mtview.php?no=2021071916294251540,고3 백신부작용
YTN,고3·교직원 백신 접종 계속...밤사이 예약시스템 또 '먹통',2021.07.20.,https://www.ytn.co.kr/_ln/0103_202107200926094591,고3 백신부작용
뉴스1,"""고3 백신 접종장소 추가지정""…코로나 확산에 관련 민원도 증가 추세",2021.07.20.,https://www.news1.kr/articles/?4377272,고3 백신부작용
제주MBC,고3 백신접종 시작…학교 중심 확산,2021.07.20.,https://jejumbc.com/article/i7BmMno_Rc,고3 백신부작용
제주MBC,고3 백신접종 시작…학교 중심 확산,2021.07.19.,https://jejumbc.com/article/pq7fo0XXUuqb,고3 백신부작용
동아일보,고3-교직원 예방 접종 19일 시작… 53~54세 오후 8시부터 백신 예약,A2면 1단,https://www.donga.com/news/article/all/20210719/108023716/1,고3 백신부작용
충청투데이,백신 맞은 고3 청소년들 주의 당부,2021.07.28.,https://www.cctoday.co.kr/news/articleView.html?idxno=2146879,고3 백신부작용
오마이뉴스,젊은 남성 대상 화이자 '심근염' 부작용... 군인·고3 괜찮나?,2021.06.25.,http://www.ohmynews.com/NWS_Web/View/at_pg.aspx?CNTN_CD=A0002754606&CMPT_CD=P0010&utm_source=naver&utm_medium=newsearch&utm_campaign=naver_news,고3 백신부작용
금강일보,[코로나19] 화이자·모더나 백신 부작용은?,2021.07.19.,http://www.ggilbo.com/news/articleView.html?idxno=859181,고3 백신부작용
프레시안,고3 코로나 백신 접종 19일부터...50대 모더나 전면 접종,2021.07.01.,https://www.pressian.com/pages/articles/2021070115120915476?utm_source=naver&utm_medium=search,고3 백신부작용
조선비즈,"50대 접종 백신은 ‘모더나’…고3 대입 수험생, 교직원 ‘화이자’",2021.07.01.,https://biz.chosun.com/it-science/bio-science/2021/07/01/SEXWMHBE6JD6PILMYMLJFVQQ3E/?utm_source=naver&utm_medium=original&utm_campaign=biz,고3 백신부작용
YTN,"[뉴스라이브] 월요일 기준 또 최다인데...모더나 백신, 절반도 안 온다",2021.08.10.,https://www.ytn.co.kr/_ln/0103_202108100946591854,고3 백신부작용
세계일보,"“mRNA백신 심근염 부작용, 대부분 1∼2주 내 치유” [코로나 예방접종 안전 ...",A11면 1단,http://www.segye.com/content/html/2021/07/05/20210705513873.html?OutUrl=naver,고3 백신부작용
전북도민일보,백신공급 차질로 전북지역 교직원 9월초 접종 무산,2021.08.11.,http://www.domin.co.kr/news/articleView.html?idxno=1350609,고3 백신부작용
경북일보,"[르포] 고3 백신 접종센터 가보니…""이제 마음 놓고 공부에 집중해야죠""",2021.07.20.,http://www.kyongbuk.co.kr/news/articleView.html?idxno=2079638,고3 백신부작용
이투데이,"고3, 내일부터 백신 접종…""이상반응 걱정되지만 안전하게 수능 볼래요""",2021.07.18.,https://www.etoday.co.kr/news/view/2045380,고3 백신부작용
전국매일신문,기대·우려 교차속 '고3 백신접종' 시작,2021.07.19.,http://www.jeonmae.co.kr/news/articleView.html?idxno=848191,고3 백신부작용
국민일보,‘수능까지 건강히’ 고3 코로나 백신 접종 시작![포착],2021.07.19.,http://news.kmib.co.kr/article/view.asp?arcid=0016070198&code=61121111&cp=nv,고3 백신부작용
머니투데이,"고3 수능생 98% 원한 백신접종, 의료계선 재검토 국민청원도",2021.07.10.,http://news.mt.co.kr/mtview.php?no=2021071016300311081,고3 백신부작용
이투데이,고3 백신 접종 첫날 긴장 속 차분하게 시행…유은혜 “고1·2 접종 협의 중”,2021.07.19.,https://www.etoday.co.kr/news/view/2045666,고3 백신부작용
뉴스1,"앳된 얼굴 고3 학생 백신 맞자 ""마음 놓여""…미성년자 첫 예방접종",2021.07.19.,https://www.news1.kr/articles/?4376206,고3 백신부작용
BBS NEWS,"[코로나19] 충북 고3 백신 접종 시작…""마음 편히 수능 준비""",2021.07.19.,https://news.bbsi.co.kr/news/articleView.html?idxno=3038800,고3 백신부작용
강원일보,“겁나서 못 맞겠다” 독감 백신 접종 절반으로 뚝,2020.10.27.,http://www.kwnews.co.kr/nview.asp?aid=220102600059,고3 백신부작용
중앙일보,고3 화이자 백신 접종 첫날 “이젠 마음놓고 수능에 집중”,A8면 1단,https://news.joins.com/article/olink/23703832,고3 백신부작용
중앙일보,고3 화이자 백신 접종 첫날 “이젠 마음놓고 수능에 집중”,A8면 1단,https://news.joins.com/article/olink/23703832,고3 백신부작용
뉴스클레임,"[영상 르포] 고3수험생 코로나19 첫 백신접종 ""큰 변화 있을지 모르지만 마음...",2021.07.20.,http://newsclaim.co.kr/View.aspx?No=1864309,고3 백신부작용
뉴스토마토,"""평소 주사와 다를 바 없어요""…백신 맞고 맘놓은 '고3'들",2021.07.19.,http://www.newstomato.com/ReadNews.aspx?no=1060506&inflow=N,고3 백신부작용
뉴스핌,"""백신 맞고 수능에 전념할래요"" vs ""부작용 걱정돼요""…학교 첫 백신 접종",2021.07.19.,http://www.newspim.com/news/view/20210719000605,고3 백신부작용
국민일보,‘가방 메고 단어장 들고’ 고3 학생 백신 접종 시작,2021.07.19.,http://news.kmib.co.kr/article/view.asp?arcid=0016069404&code=61121111&cp=nv,고3 백신부작용
뉴스1,"""감염 걱정 덜었다""…울산 고3 수험생 화이자 백신 접종",2021.07.19.,https://www.news1.kr/articles/?4375964,고3 백신부작용
경북매일신문,"고3 학생 백신 접종 시작… ""이제 마음 편히 수능 준비해야죠""",2021.07.19.,http://www.kbmaeil.com/news/articleView.html?idxno=904511,고3 백신부작용
뉴스1,"""이젠 수능공부 집중""…충남 고3 화이자 백신 접종 시작",2021.07.19.,https://www.news1.kr/articles/?4376334,고3 백신부작용
중앙일보,"서울 고3 접종 동의율 98%…""백신 안 맞으면 수능 불이익?""",2021.07.06.,https://news.joins.com/article/olink/23693494,고3 백신부작용
서울경제,"""부작용 걱정되지만 백신 맞았으니 열심히 수능 공부해야죠""",27면 3단,https://www.sedaily.com/NewsView/22OZI36PH5,고3 백신부작용
서울경제,"""부작용 걱정되지만 백신 맞았으니 열심히 수능 공부해야죠""",27면 3단,https://www.sedaily.com/NewsView/22OZI36PH5,고3 백신부작용
머니투데이,"""사관학교 시험 전날 백신 맞는데, 부작용 괜찮나요?""",2021.07.20.,http://news.mt.co.kr/mtview.php?no=2021071916294251540,고3 백신부작용
YTN,고3·교직원 백신 접종 계속...밤사이 예약시스템 또 '먹통',2021.07.20.,https://www.ytn.co.kr/_ln/0103_202107200926094591,고3 백신부작용
뉴스1,"""고3 백신 접종장소 추가지정""…코로나 확산에 관련 민원도 증가 추세",2021.07.20.,https://www.news1.kr/articles/?4377272,고3 백신부작용
제주MBC,고3 백신접종 시작…학교 중심 확산,2021.07.20.,https://jejumbc.com/article/i7BmMno_Rc,고3 백신부작용
제주MBC,고3 백신접종 시작…학교 중심 확산,2021.07.19.,https://jejumbc.com/article/pq7fo0XXUuqb,고3 백신부작용
동아일보,고3-교직원 예방 접종 19일 시작… 53~54세 오후 8시부터 백신 예약,A2면 1단,https://www.donga.com/news/article/all/20210719/108023716/1,고3 백신부작용
충청투데이,백신 맞은 고3 청소년들 주의 당부,2021.07.28.,https://www.cctoday.co.kr/news/articleView.html?idxno=2146879,고3 백신부작용
오마이뉴스,젊은 남성 대상 화이자 '심근염' 부작용... 군인·고3 괜찮나?,2021.06.25.,http://www.ohmynews.com/NWS_Web/View/at_pg.aspx?CNTN_CD=A0002754606&CMPT_CD=P0010&utm_source=naver&utm_medium=newsearch&utm_campaign=naver_news,고3 백신부작용
금강일보,[코로나19] 화이자·모더나 백신 부작용은?,2021.07.19.,http://www.ggilbo.com/news/articleView.html?idxno=859181,고3 백신부작용
프레시안,고3 코로나 백신 접종 19일부터...50대 모더나 전면 접종,2021.07.01.,https://www.pressian.com/pages/articles/2021070115120915476?utm_source=naver&utm_medium=search,고3 백신부작용
조선비즈,"50대 접종 백신은 ‘모더나’…고3 대입 수험생, 교직원 ‘화이자’",2021.07.01.,https://biz.chosun.com/it-science/bio-science/2021/07/01/SEXWMHBE6JD6PILMYMLJFVQQ3E/?utm_source=naver&utm_medium=original&utm_campaign=biz,고3 백신부작용
YTN,"[뉴스라이브] 월요일 기준 또 최다인데...모더나 백신, 절반도 안 온다",2021.08.10.,https://www.ytn.co.kr/_ln/0103_202108100946591854,고3 백신부작용
머니투데이,"""백신접종 요청·부작용 호소""…코로나19 민원 무려 44만건",2021.07.20.,http://news.mt.co.kr/mtview.php?no=2021072008595275841,고3 백신부작용
연합뉴스TV,고3 화이자 백신 접종 괜찮나…젊은층 심근염 주의보,2021.06.25.,http://www.yonhapnewstv.co.kr/MYH20210625021000641/?did=1825m,고3 백신부작용
세계일보,"“mRNA백신 심근염 부작용, 대부분 1∼2주 내 치유” [코로나 예방접종 안전 ...",A11면 1단,http://www.segye.com/content/html/2021/07/05/20210705513873.html?OutUrl=naver,고3 백신부작용
전북도민일보,백신공급 차질로 전북지역 교직원 9월초 접종 무산,2021.08.11.,http://www.domin.co.kr/news/articleView.html?idxno=1350609,고3 백신부작용
뉴스퀘스트,백신 접종 속도 더 낸다…이달 50대·고3 수험생 등 630만명 대상,2021.07.02.,http://www.newsquest.co.kr/news/articleView.html?idxno=86132,고3 백신부작용
메디칼타임즈,"[칼럼]고3 코로나 백신 접종, 소아감염학회 입장 밝혀야",2021.06.09.,http://www.medicaltimes.com/Users/News/NewsView.html?mode=view&ID=1141012&REFERER=NP,고3 백신부작용
중앙일보,"고3 백신, 30일까지 동의안하면 차례 밀린다…이틀간 출석인정",2021.06.28.,https://news.joins.com/article/olink/23687494,고3 백신부작용
중앙일보,"고3 백신, 30일까지 동의안하면 차례 밀린다…이틀간 출석인정",2021.06.28.,https://news.joins.com/article/olink/23687494,고3 백신부작용
메디게이트뉴스,"""젊은층 먼저·지자체 우선"" 코로나19 백신 우선순위 논란…임의적 분배 부작...",2021.07.07.,http://www.medigatenews.com/news/3062294317,고3 백신부작용
메디파나뉴스,"갑작스런 백신 접종 간격 연장…""원칙없는 변경 문제""",2021.08.11.,http://medipana.com/news/news_viewer.asp?NewsNum=282526&MainKind=A&NewsKind=5&vCount=12&vKind=1,고3 백신부작용
헤럴드경제,학교발 코로나 감염 확산...고3 “백신 빨리 맞았으면...”,22면 1단,http://news.heraldcorp.com/view.php?ud=20210602000620,고3 백신부작용
서울신문,"4단계에도 2학기부터 초등 1·2학년, 고3 매일 등교한다",4면 TOP,https://www.seoul.co.kr/news/newsView.php?id=20210810004019&wlog_tag3=naver,고3 백신부작용
핀포인트뉴스,mRNA 백신 부작용 심장 근육에 염증이... 한미약품 에스티팜 아이진 서린바이...,2021.07.02.,http://www.pinpointnews.co.kr/view.php?ud=202107020652548210861beb2d9d_45,고3 백신부작용
쿠키뉴스,SK바이오 ‘코로나 백신’ 내년 출시 목표…‘비교임상’ 문제없나,2021.08.10.,http://www.kukinews.com/newsView/kuk202108100110,고3 백신부작용
중앙일보,"""감염 차단 위해"" vs ""아이들은 득보다 실"" 고3 백신 접종 갑론을박",2021.06.03.,https://news.joins.com/article/olink/23668544,고3 백신부작용
헬스조선,백신 접종 간격 4→6주 조정… 효과 문제 없나?,2021.08.10.,https://health.chosun.com/site/data/html_dir/2021/08/10/2021081001849.html,고3 백신부작용
한국경제,모더나에 농락 당하는 K방역…백신 접종간격 4주→6주로,A4면 1단,https://www.hankyung.com/society/article/2021080920881,고3 백신부작용
이데일리,‘아랫돌 빼서 윗돌 괴나?’…중장기적 백신 수급계획 재검토 필요,2021.08.09.,http://www.edaily.co.kr/news/newspath.asp?newsid=04011446629145680,고3 백신부작용
YTN,"고3 접종 주의할 점은?...""일주일 고강도 운동 피해야""",2021.07.20.,https://www.ytn.co.kr/_ln/0103_202107200459198531,고3 백신부작용
시사뉴스,2022년 대입 대비 내일부터 고3 접종 시작...N수생은 8월 초부터,2021.07.18.,https://www.sisa-news.com/news/article.html?no=164796,고3 백신부작용
에너지경제,2022 고3 9월 모의고사 앞두고 숭실대 글로벌미래교육원 2022학년도 신입생모...,2021.07.30.,https://www.ekn.kr/web/view.php?key=20210730010005086,고3 백신부작용
